Date,Department,Month,Total_Hospital_Beds,Beds_Occupied,Daily_Admissions,Daily_Discharges,Emergency_Admissions,ICU_Admissions,Staff_Availability,Avg_Length_of_Stay,Occupancy_Rate,Day_of_Week,Season,Public_Holiday,Special_Event,Over_Capacity
2023-06-08,Orthopedics,6.0,354.0,251.5,45.0,29.5,13.5,7.5,87.5,7.5,71.065,Thursday,Monsoon,False,False,0
2023-06-11,Orthopedics,6.0,317.0,246.0,75.0,15.0,25.0,10.0,100.0,9.0,77.6,Sunday,Monsoon,True,False,0
2023-06-12,Orthopedics,6.0,336.3333333333333,277.3333333333333,49.666666666666664,54.333333333333336,16.666666666666668,7.0,82.33333333333333,7.0,84.19,Monday,Monsoon,False,False,0
2023-06-13,Orthopedics,6.0,343.0,256.5,55.0,46.5,12.5,9.0,80.5,3.5,74.9,Tuesday,Monsoon,False,False,0
2023-06-15,Orthopedics,6.0,338.0,186.0,59.0,36.0,6.0,5.0,87.0,1.0,55.03,Thursday,Monsoon,False,False,0
2023-06-16,Orthopedics,6.0,309.0,327.0,35.0,62.0,6.0,5.0,89.0,9.0,105.83,Friday,Monsoon,False,False,1
2023-06-18,Orthopedics,6.0,349.0,277.0,63.0,26.0,25.0,7.0,83.0,2.0,79.37,Sunday,Monsoon,False,False,0
2023-06-19,Orthopedics,6.0,385.6666666666667,305.0,67.33333333333333,30.0,19.666666666666668,6.666666666666667,84.0,7.333333333333333,79.19,Monday,Monsoon,False,False,0
2023-06-21,Orthopedics,6.0,340.0,308.0,57.0,54.5,21.5,8.5,89.5,7.0,90.66499999999999,Wednesday,Monsoon,False,True,0
2023-06-25,Orthopedics,6.0,354.0,319.0,62.0,32.0,12.0,9.5,75.0,5.5,89.845,Sunday,Monsoon,False,False,0
2023-06-28,Orthopedics,6.0,343.0,310.0,47.0,39.5,7.5,8.5,85.0,9.5,90.695,Wednesday,Monsoon,True,False,0
2023-06-30,Orthopedics,6.0,317.0,272.5,33.5,43.5,10.5,3.5,78.0,7.0,85.87,Friday,Monsoon,True,False,0
2023-07-03,Orthopedics,7.0,379.0,264.0,56.0,41.0,7.0,9.0,83.0,7.0,69.66,Monday,Monsoon,False,True,0
2023-07-04,Orthopedics,7.0,308.0,258.0,29.0,28.0,14.0,11.0,79.0,2.0,83.77,Tuesday,Monsoon,False,False,0
2023-07-08,Orthopedics,7.0,358.3333333333333,288.6666666666667,55.333333333333336,39.666666666666664,16.666666666666668,3.6666666666666665,84.66666666666667,5.0,80.15,Saturday,Monsoon,False,False,0
2023-07-09,Orthopedics,7.0,344.0,318.5,64.0,28.0,16.0,10.5,83.0,3.0,93.815,Sunday,Monsoon,False,False,0
2023-07-10,Orthopedics,7.0,311.0,369.0,30.0,58.0,16.0,4.0,88.0,6.0,118.65,Monday,Monsoon,False,False,1
2023-07-13,Orthopedics,7.0,316.5,265.5,42.5,43.5,6.5,4.0,78.0,6.0,84.365,Thursday,Monsoon,False,False,0
2023-07-14,Orthopedics,7.0,400.0,251.0,21.0,20.0,22.0,6.0,82.0,4.0,62.75,Friday,Monsoon,False,False,0
2023-07-15,Orthopedics,7.0,393.0,387.0,42.0,49.0,9.0,5.0,92.0,6.0,98.47,Saturday,Monsoon,False,False,0
2023-07-18,Orthopedics,7.0,366.0,384.0,24.0,29.0,9.0,5.0,74.0,5.0,104.92,Tuesday,Monsoon,False,False,1
2023-07-21,Orthopedics,7.0,377.0,358.0,70.0,19.0,24.0,9.0,85.0,1.0,94.96,Friday,Monsoon,False,False,0
2023-07-25,Orthopedics,7.0,371.0,192.0,34.0,32.0,23.0,1.0,100.0,1.0,51.75,Tuesday,Monsoon,False,False,0
2023-07-26,Orthopedics,7.0,316.0,202.0,37.0,41.0,12.0,4.0,84.0,3.0,63.92,Wednesday,Monsoon,False,False,0
2023-07-27,Orthopedics,7.0,346.0,225.0,47.5,15.5,12.5,5.5,85.0,8.5,65.585,Thursday,Monsoon,False,False,0
2023-07-28,Orthopedics,7.0,335.0,256.0,51.0,25.0,5.0,8.0,98.0,5.0,76.42,Friday,Monsoon,False,False,0
2023-07-29,Orthopedics,7.0,369.0,360.0,55.0,38.0,18.0,2.0,96.0,3.0,97.56,Saturday,Monsoon,False,False,0
2023-08-01,Orthopedics,8.0,356.0,386.0,23.0,49.0,13.0,5.0,88.0,10.0,108.43,Tuesday,Monsoon,False,False,1
2023-08-05,Orthopedics,8.0,371.5,229.75,40.75,60.75,11.75,5.5,86.5,7.0,61.635,Saturday,Monsoon,False,False,0
2023-08-06,Orthopedics,8.0,351.0,350.0,50.0,67.0,7.0,4.0,95.0,8.0,99.72,Sunday,Monsoon,False,False,0
2023-08-08,Orthopedics,8.0,351.3333333333333,263.6666666666667,44.333333333333336,41.333333333333336,14.0,5.0,72.0,5.666666666666667,77.18666666666667,Tuesday,Monsoon,False,False,0
2023-08-09,Orthopedics,8.0,316.5,278.5,62.0,35.0,13.0,4.5,76.5,5.0,88.765,Wednesday,Monsoon,False,False,0
2023-08-10,Orthopedics,8.0,368.3333333333333,278.3333333333333,53.0,32.0,17.333333333333332,5.333333333333333,81.33333333333333,5.0,75.30666666666667,Thursday,Monsoon,False,False,0
2023-08-12,Orthopedics,8.0,305.0,209.0,45.0,66.0,15.0,2.0,75.0,3.0,68.52,Saturday,Monsoon,False,False,0
2023-08-13,Orthopedics,8.0,354.0,330.0,45.0,37.0,25.0,6.0,100.0,5.0,93.22,Sunday,Monsoon,False,False,0
2023-08-14,Orthopedics,8.0,373.0,283.5,55.5,32.5,17.0,5.5,87.0,7.0,76.19,Monday,Monsoon,True,False,0
2023-08-18,Orthopedics,8.0,364.0,329.0,54.0,19.0,7.0,12.0,95.0,9.0,90.38,Friday,Monsoon,True,False,0
2023-08-21,Orthopedics,8.0,375.0,364.0,28.0,26.0,14.5,5.0,90.0,8.0,97.445,Monday,Monsoon,False,False,0
2023-08-27,Orthopedics,8.0,350.5,246.5,71.5,46.5,14.5,7.0,84.5,9.5,69.55,Sunday,Monsoon,False,False,0
2023-08-29,Orthopedics,8.0,357.0,272.0,77.0,32.0,13.0,12.0,76.0,9.0,76.19,Tuesday,Monsoon,True,False,0
2023-08-30,Orthopedics,8.0,352.0,236.0,74.0,59.0,7.0,6.0,75.0,10.0,67.05,Wednesday,Monsoon,False,False,0
2023-08-31,Orthopedics,8.0,368.0,350.0,43.0,48.0,15.0,4.0,72.0,8.0,95.11,Thursday,Monsoon,False,False,0
2023-09-01,Orthopedics,9.0,302.0,382.0,65.0,37.0,25.0,4.0,84.0,8.0,126.49,Friday,Autumn,False,False,1
2023-09-02,Orthopedics,9.0,377.0,244.0,63.5,30.5,14.5,4.5,82.5,6.0,64.69,Saturday,Autumn,False,False,0
2023-09-04,Orthopedics,9.0,358.0,312.0,29.0,45.0,24.0,11.0,91.0,5.0,87.15,Monday,Autumn,False,False,0
2023-09-07,Orthopedics,9.0,328.0,305.0,37.0,53.0,21.0,3.0,100.0,9.0,92.99,Thursday,Autumn,False,False,0
2023-09-08,Orthopedics,9.0,379.0,274.0,70.0,20.0,23.0,11.0,77.0,9.0,72.3,Friday,Autumn,False,False,0
2023-09-09,Orthopedics,9.0,337.0,222.0,37.666666666666664,54.333333333333336,14.666666666666666,5.0,91.0,4.666666666666667,66.08666666666667,Saturday,Autumn,False,True,0
2023-09-10,Orthopedics,9.0,400.0,343.0,31.0,27.0,14.0,4.0,76.0,8.0,85.75,Sunday,Autumn,False,False,0
2023-09-11,Orthopedics,9.0,317.0,266.0,34.0,38.0,8.0,8.0,74.0,1.0,83.91,Monday,Autumn,False,False,0
2023-09-13,Orthopedics,9.0,353.0,198.0,55.0,54.0,5.0,7.0,86.0,3.0,56.09,Wednesday,Autumn,False,False,0
2023-09-15,Orthopedics,9.0,377.0,226.5,58.0,54.0,14.5,9.5,83.5,3.0,59.765,Friday,Autumn,False,False,0
2023-09-16,Orthopedics,9.0,379.0,316.0,56.0,46.0,25.0,4.0,83.0,5.0,83.38,Saturday,Autumn,True,False,0
2023-09-17,Orthopedics,9.0,347.75,303.0,67.25,35.0,14.0,6.75,91.75,4.5,87.4625,Sunday,Autumn,False,True,0
2023-09-18,Orthopedics,9.0,313.0,188.0,22.0,22.0,21.0,9.0,84.0,1.0,60.06,Monday,Autumn,False,False,0
2023-09-19,Orthopedics,9.0,350.0,373.0,53.0,31.0,23.0,5.0,72.0,3.0,106.57,Tuesday,Autumn,False,False,1
2023-09-20,Orthopedics,9.0,400.0,376.0,36.0,17.0,25.0,8.0,84.0,2.0,94.0,Wednesday,Autumn,False,False,0
2023-09-21,Orthopedics,9.0,332.0,244.0,53.0,17.0,5.0,10.0,96.0,10.0,73.49,Thursday,Autumn,False,False,0
2023-09-23,Orthopedics,9.0,334.0,186.0,64.0,49.0,5.0,8.0,86.0,7.0,55.69,Saturday,Autumn,False,True,0
2023-09-28,Orthopedics,9.0,348.6666666666667,342.0,53.666666666666664,47.333333333333336,16.666666666666668,4.0,88.0,3.6666666666666665,98.46,Thursday,Autumn,True,False,0
2023-10-06,Orthopedics,10.0,353.5,190.5,49.0,47.0,22.0,10.0,80.5,5.5,54.16,Friday,Autumn,False,False,0
2023-10-09,Orthopedics,10.0,399.0,374.0,31.0,27.0,23.0,5.0,98.0,9.0,93.73,Monday,Autumn,False,False,0
2023-10-10,Orthopedics,10.0,359.5,292.5,47.0,36.5,22.0,8.0,83.0,5.0,81.91,Tuesday,Autumn,False,False,0
2023-10-11,Orthopedics,10.0,388.5,251.5,44.5,31.5,15.5,2.5,77.0,5.5,64.495,Wednesday,Autumn,False,False,0
2023-10-12,Orthopedics,10.0,395.5,292.5,55.5,40.0,15.0,12.0,75.5,5.5,73.88499999999999,Thursday,Autumn,False,False,0
2023-10-13,Orthopedics,10.0,362.0,259.0,33.0,69.0,24.0,2.0,93.0,4.0,71.55,Friday,Autumn,False,False,0
2023-10-14,Orthopedics,10.0,339.6666666666667,320.3333333333333,52.333333333333336,43.666666666666664,14.0,5.0,91.0,6.0,95.03666666666668,Saturday,Autumn,True,False,0
2023-10-15,Orthopedics,10.0,387.0,375.0,33.0,24.0,9.0,2.0,89.0,4.0,96.9,Sunday,Autumn,False,False,0
2023-10-16,Orthopedics,10.0,379.0,214.0,69.0,44.0,12.0,5.0,86.0,6.0,56.46,Monday,Autumn,False,False,0
2023-10-17,Orthopedics,10.0,391.0,314.0,25.0,41.0,6.0,2.0,80.0,7.0,80.31,Tuesday,Autumn,False,False,0
2023-10-19,Orthopedics,10.0,312.0,383.0,74.0,58.0,8.0,4.0,73.0,4.0,122.76,Thursday,Autumn,False,False,1
2023-10-21,Orthopedics,10.0,392.0,290.0,39.0,19.0,13.0,11.0,96.0,6.0,73.98,Saturday,Autumn,False,False,0
2023-10-22,Orthopedics,10.0,364.0,368.0,53.0,15.0,8.0,11.0,94.0,8.0,101.1,Sunday,Autumn,False,True,1
2023-10-24,Orthopedics,10.0,360.0,198.0,36.0,19.0,8.0,12.0,76.0,5.0,55.0,Tuesday,Autumn,False,False,0
2023-10-26,Orthopedics,10.0,348.0,276.0,54.0,33.5,10.0,4.0,79.0,6.5,79.265,Thursday,Autumn,False,False,0
2023-10-27,Orthopedics,10.0,367.0,299.5,41.5,35.5,15.5,4.5,87.0,8.0,81.47,Friday,Autumn,False,False,0
2023-10-28,Orthopedics,10.0,368.5,225.0,53.0,41.0,19.5,8.0,88.5,7.0,61.28999999999999,Saturday,Autumn,False,True,0
2023-10-29,Orthopedics,10.0,372.5,302.0,40.0,56.0,18.5,4.0,92.5,7.5,81.695,Sunday,Autumn,False,False,0
2023-10-30,Orthopedics,10.0,389.0,343.0,20.0,35.0,16.0,9.0,88.0,9.0,88.17,Monday,Autumn,True,True,0
2023-11-02,Orthopedics,11.0,386.0,306.0,41.0,37.0,24.0,5.0,70.0,9.0,79.27,Thursday,Autumn,False,False,0
2023-11-03,Orthopedics,11.0,305.0,233.0,54.0,32.0,19.0,5.0,90.0,6.0,76.39,Friday,Autumn,True,False,0
2023-11-06,Orthopedics,11.0,361.0,296.0,51.0,63.0,17.0,8.0,99.0,10.0,81.99,Monday,Autumn,False,False,0
2023-11-07,Orthopedics,11.0,371.5,192.0,37.5,42.5,11.0,7.5,92.0,8.5,51.7,Tuesday,Autumn,False,False,0
2023-11-09,Orthopedics,11.0,350.0,225.0,20.0,48.0,5.0,2.0,80.0,2.0,64.29,Thursday,Autumn,False,True,0
2023-11-10,Orthopedics,11.0,352.5,322.5,49.5,36.5,9.0,7.0,92.5,8.5,90.91499999999999,Friday,Autumn,False,True,0
2023-11-11,Orthopedics,11.0,365.0,338.0,39.0,60.0,9.0,3.0,96.0,5.0,92.6,Saturday,Autumn,False,False,0
2023-11-12,Orthopedics,11.0,333.6666666666667,343.6666666666667,66.0,68.0,17.0,8.0,91.0,6.0,102.58333333333333,Sunday,Autumn,False,True,1
2023-11-16,Orthopedics,11.0,372.0,322.0,65.0,29.0,8.0,11.0,99.0,5.0,86.56,Thursday,Autumn,False,True,0
2023-11-17,Orthopedics,11.0,379.5,326.0,55.5,49.5,9.5,6.0,83.0,3.0,85.58500000000001,Friday,Autumn,False,False,0
2023-11-18,Orthopedics,11.0,340.0,234.0,59.0,33.0,12.0,5.0,86.0,8.0,68.82,Saturday,Autumn,False,False,0
2023-11-21,Orthopedics,11.0,393.0,332.0,66.0,53.0,7.0,1.0,87.0,8.0,84.48,Tuesday,Autumn,False,False,0
2023-11-25,Orthopedics,11.0,390.0,365.0,80.0,52.0,5.0,6.0,91.0,10.0,93.59,Saturday,Autumn,False,False,0
2023-11-27,Orthopedics,11.0,327.0,375.0,51.0,59.0,6.0,9.0,85.0,5.0,114.68,Monday,Autumn,True,False,1
2023-11-28,Orthopedics,11.0,347.0,213.0,59.0,26.0,14.0,8.0,94.0,8.0,61.38,Tuesday,Autumn,False,False,0
2023-12-01,Orthopedics,12.0,374.0,374.0,75.0,40.0,24.0,2.0,84.0,7.0,100.0,Friday,Winter,False,False,0
2023-12-02,Orthopedics,12.0,365.0,270.0,25.0,44.0,25.0,1.0,81.0,1.0,73.97,Saturday,Winter,False,False,0
2023-12-03,Orthopedics,12.0,330.0,233.33333333333334,68.33333333333333,55.0,22.0,7.0,81.33333333333333,5.0,71.37,Sunday,Winter,False,True,0
2023-12-04,Orthopedics,12.0,359.4,276.4,44.0,49.2,12.8,4.4,88.0,4.6,77.15799999999999,Monday,Winter,False,False,0
2023-12-07,Orthopedics,12.0,347.0,372.0,53.0,59.0,8.0,3.0,79.0,3.0,107.2,Thursday,Winter,False,False,1
2023-12-08,Orthopedics,12.0,350.0,269.0,56.0,64.0,10.0,4.0,94.0,9.0,76.86,Friday,Winter,False,False,0
2023-12-13,Orthopedics,12.0,326.0,261.0,45.0,51.5,23.5,6.0,98.0,2.5,80.08,Wednesday,Winter,False,False,0
2023-12-14,Orthopedics,12.0,301.0,253.0,60.0,37.0,25.0,2.0,86.0,7.0,84.05,Thursday,Winter,False,False,0
2023-12-20,Orthopedics,12.0,318.0,279.0,71.0,20.0,18.0,6.0,73.0,4.0,87.74,Wednesday,Winter,False,False,0
2023-12-22,Orthopedics,12.0,367.5,275.5,47.0,39.5,16.5,5.0,80.5,9.0,75.465,Friday,Winter,False,False,0
2023-12-23,Orthopedics,12.0,366.0,266.0,39.5,51.0,16.0,5.0,70.0,6.5,72.53999999999999,Saturday,Winter,True,False,0
2023-12-24,Orthopedics,12.0,357.0,315.5,32.5,51.0,19.5,3.5,93.0,6.5,88.805,Sunday,Winter,False,False,0
2023-12-25,Orthopedics,12.0,334.0,235.0,69.0,18.0,18.0,7.0,77.0,4.0,70.36,Monday,Winter,False,False,0
2023-12-26,Orthopedics,12.0,370.0,376.0,44.5,42.5,17.5,9.0,78.0,2.0,101.975,Tuesday,Winter,False,False,1
2023-12-28,Orthopedics,12.0,327.0,292.0,40.0,37.0,21.0,7.0,71.0,10.0,89.3,Thursday,Winter,False,False,0
2023-12-29,Orthopedics,12.0,338.0,297.0,29.0,29.333333333333332,12.333333333333334,7.666666666666667,85.33333333333333,5.333333333333333,89.43666666666667,Friday,Winter,False,False,0
2023-12-30,Orthopedics,12.0,348.0,334.5,51.0,56.0,18.0,10.5,77.5,4.5,96.465,Saturday,Winter,False,False,0
2024-01-02,Orthopedics,1.0,382.5,348.0,53.0,27.0,17.0,7.0,87.5,3.0,91.11,Tuesday,Winter,False,False,0
2024-01-04,Orthopedics,1.0,362.5,306.0,44.5,44.5,21.0,10.5,76.5,6.5,85.645,Thursday,Winter,False,False,0
2024-01-05,Orthopedics,1.0,300.0,285.0,27.0,26.0,8.0,10.0,88.0,4.0,95.0,Friday,Winter,False,False,0
2024-01-06,Orthopedics,1.0,372.0,227.0,49.0,57.0,20.0,4.0,74.0,6.0,61.02,Saturday,Winter,False,False,0
2024-01-10,Orthopedics,1.0,329.0,219.0,42.0,40.0,13.0,10.0,74.0,9.0,66.57,Wednesday,Winter,False,False,0
2024-01-11,Orthopedics,1.0,400.0,343.0,38.0,25.0,24.0,4.0,82.0,9.0,85.75,Thursday,Winter,False,False,0
2024-01-13,Orthopedics,1.0,358.5,193.5,47.5,40.5,6.5,5.0,87.0,4.0,53.995000000000005,Saturday,Winter,False,False,0
2024-01-14,Orthopedics,1.0,394.0,204.0,51.0,22.0,18.0,2.0,96.0,9.0,51.78,Sunday,Winter,False,False,0
2024-01-21,Orthopedics,1.0,326.0,300.5,39.5,35.0,14.5,11.0,81.5,7.0,93.20500000000001,Sunday,Winter,False,False,0
2024-01-22,Orthopedics,1.0,384.5,264.0,35.5,61.0,13.0,6.0,70.5,5.5,68.485,Monday,Winter,False,False,0
2024-01-23,Orthopedics,1.0,332.0,346.0,24.0,31.0,8.0,2.0,95.0,5.0,104.22,Tuesday,Winter,False,False,1
2024-01-26,Orthopedics,1.0,302.0,282.0,29.0,24.0,20.0,10.0,93.0,4.0,93.38,Friday,Winter,True,False,0
2024-01-28,Orthopedics,1.0,359.5,323.5,44.0,34.5,13.0,8.5,85.0,7.5,90.08500000000001,Sunday,Winter,False,False,0
2024-01-29,Orthopedics,1.0,376.0,194.0,59.0,47.0,8.0,10.0,96.0,3.0,51.6,Monday,Winter,False,False,0
2024-01-31,Orthopedics,1.0,367.0,361.0,74.0,53.0,21.0,3.0,81.0,8.0,98.37,Wednesday,Winter,True,False,0
2024-02-01,Orthopedics,2.0,366.5,247.0,51.5,42.5,15.0,2.0,75.0,3.5,67.41,Thursday,Winter,False,False,0
2024-02-04,Orthopedics,2.0,318.0,237.0,46.0,25.0,6.0,7.0,80.0,2.0,74.53,Sunday,Winter,False,False,0
2024-02-05,Orthopedics,2.0,307.0,305.0,25.0,29.0,18.0,1.0,83.0,9.0,99.35,Monday,Winter,False,False,0
2024-02-07,Orthopedics,2.0,320.0,225.0,38.0,49.0,24.0,12.0,83.0,5.0,70.31,Wednesday,Winter,False,False,0
2024-02-09,Orthopedics,2.0,384.0,194.0,20.0,66.0,17.0,5.0,97.0,3.0,50.52,Friday,Winter,False,False,0
2024-02-10,Orthopedics,2.0,361.5,253.0,54.0,45.0,20.5,8.5,93.5,8.0,72.23,Saturday,Winter,False,False,0
2024-02-11,Orthopedics,2.0,359.5,278.0,21.0,28.0,20.0,6.5,77.0,8.0,77.955,Sunday,Winter,False,True,0
2024-02-12,Orthopedics,2.0,312.0,275.0,55.0,24.0,25.0,8.0,96.0,5.0,88.14,Monday,Winter,False,False,0
2024-02-14,Orthopedics,2.0,398.0,251.0,52.0,23.0,22.0,8.0,82.0,5.0,63.07,Wednesday,Winter,False,False,0
2024-02-16,Orthopedics,2.0,365.3333333333333,243.66666666666666,34.666666666666664,51.333333333333336,21.333333333333332,7.666666666666667,88.33333333333333,8.333333333333334,66.60666666666667,Friday,Winter,True,False,0
2024-02-17,Orthopedics,2.0,332.5,297.5,48.5,49.5,17.5,5.0,83.0,1.5,89.73,Saturday,Winter,False,False,0
2024-02-18,Orthopedics,2.0,352.5,291.5,32.5,38.5,10.5,2.0,88.5,4.0,81.535,Sunday,Winter,False,True,0
2024-02-19,Orthopedics,2.0,307.0,384.0,73.0,36.0,7.0,4.0,94.0,10.0,125.08,Monday,Winter,False,False,1
2024-02-21,Orthopedics,2.0,314.0,273.0,59.0,60.0,21.0,1.0,99.0,1.0,86.94,Wednesday,Winter,False,False,0
2024-02-22,Orthopedics,2.0,319.0,227.0,65.0,69.0,17.0,5.0,83.0,10.0,71.16,Thursday,Winter,False,False,0
2024-02-24,Orthopedics,2.0,365.0,260.0,30.0,52.0,23.0,4.0,87.0,2.0,71.23,Saturday,Winter,False,False,0
2024-02-26,Orthopedics,2.0,324.0,247.0,62.0,39.0,8.0,5.0,73.0,6.0,76.23,Monday,Winter,False,False,0
2024-02-28,Orthopedics,2.0,315.5,213.5,76.5,58.0,15.5,10.5,85.0,7.5,67.725,Wednesday,Winter,True,False,0
2024-03-01,Orthopedics,3.0,363.0,311.0,23.0,21.0,14.0,5.0,92.0,4.0,85.67,Friday,Spring,True,False,0
2024-03-03,Orthopedics,3.0,333.0,388.0,75.0,69.0,16.0,10.0,95.0,9.0,116.52,Sunday,Spring,False,False,1
2024-03-04,Orthopedics,3.0,368.0,289.0,35.0,57.0,9.0,5.0,70.0,2.0,78.53,Monday,Spring,False,False,0
2024-03-06,Orthopedics,3.0,354.0,231.0,39.0,28.0,15.0,3.0,84.0,10.0,65.25,Wednesday,Spring,False,False,0
2024-03-07,Orthopedics,3.0,300.0,205.0,41.0,39.0,6.0,11.0,83.0,2.0,68.33,Thursday,Spring,False,True,0
2024-03-08,Orthopedics,3.0,316.0,285.0,57.0,54.0,13.0,11.0,84.0,3.0,90.19,Friday,Spring,False,False,0
2024-03-11,Orthopedics,3.0,390.0,357.0,31.0,21.0,19.0,7.0,92.0,4.0,91.54,Monday,Spring,False,False,0
2024-03-12,Orthopedics,3.0,327.0,337.0,55.0,67.0,12.0,6.0,99.0,3.0,103.06,Tuesday,Spring,False,False,1
2024-03-14,Orthopedics,3.0,343.6666666666667,282.0,50.0,46.0,12.0,3.3333333333333335,87.66666666666667,7.666666666666667,81.42666666666666,Thursday,Spring,False,True,0
2024-03-20,Orthopedics,3.0,302.0,182.0,35.0,50.0,14.0,9.0,78.0,2.0,60.26,Wednesday,Spring,False,False,0
2024-03-24,Orthopedics,3.0,307.0,331.0,42.0,56.0,22.0,11.0,79.0,1.0,107.82,Sunday,Spring,False,False,1
2024-03-26,Orthopedics,3.0,338.0,201.0,69.0,47.0,7.0,12.0,82.0,5.0,59.47,Tuesday,Spring,False,False,0
2024-03-29,Orthopedics,3.0,400.0,296.0,52.0,40.0,20.0,11.0,74.0,7.0,74.0,Friday,Spring,False,False,0
2024-03-30,Orthopedics,3.0,346.0,328.0,55.0,17.0,6.0,10.0,85.0,5.0,94.8,Saturday,Spring,False,False,0
2024-03-31,Orthopedics,3.0,346.5,308.0,49.0,35.0,10.0,7.5,90.5,4.5,89.705,Sunday,Spring,False,False,0
2024-04-01,Orthopedics,4.0,302.0,281.0,27.0,50.0,16.0,3.0,96.0,2.0,93.05,Monday,Spring,False,False,0
2024-04-04,Orthopedics,4.0,368.0,285.0,30.0,29.0,15.0,6.0,86.0,5.0,77.45,Thursday,Spring,False,False,0
2024-04-06,Orthopedics,4.0,334.0,382.0,63.0,50.0,16.0,6.0,81.0,10.0,114.37,Saturday,Spring,True,False,1
2024-04-11,Orthopedics,4.0,375.5,333.0,39.0,43.0,12.5,6.5,87.5,8.0,88.89500000000001,Thursday,Spring,True,False,0
2024-04-14,Orthopedics,4.0,330.0,280.0,45.0,50.0,14.0,12.0,89.0,1.0,84.85,Sunday,Spring,False,False,0
2024-04-15,Orthopedics,4.0,373.5,339.0,55.0,24.0,25.0,7.0,74.5,7.5,90.765,Monday,Spring,False,False,0
2024-04-16,Orthopedics,4.0,351.0,290.5,69.0,35.5,15.0,5.0,85.0,7.5,82.905,Tuesday,Spring,False,False,0
2024-04-17,Orthopedics,4.0,326.5,254.0,66.0,64.0,14.0,6.5,74.5,1.5,77.485,Wednesday,Spring,False,False,0
2024-04-18,Orthopedics,4.0,334.5,272.25,38.75,45.0,17.25,3.75,98.0,4.5,81.2575,Thursday,Spring,False,False,0
2024-04-19,Orthopedics,4.0,386.0,250.0,65.0,68.0,14.0,7.0,97.0,10.0,64.77,Friday,Spring,False,True,0
2024-04-21,Orthopedics,4.0,328.5,278.5,42.5,34.0,20.0,7.0,81.5,5.0,85.755,Sunday,Spring,False,False,0
2024-04-22,Orthopedics,4.0,329.0,200.0,28.0,54.0,20.0,11.0,95.0,6.0,60.79,Monday,Spring,False,False,0
2024-04-24,Orthopedics,4.0,389.0,257.0,36.0,60.0,25.0,10.0,83.0,7.0,66.07,Wednesday,Spring,False,False,0
2024-04-29,Orthopedics,4.0,353.0,355.0,42.0,65.0,5.0,4.0,100.0,6.0,100.57,Monday,Spring,False,False,1
2024-05-01,Orthopedics,5.0,342.0,300.5,50.5,56.5,15.5,7.25,81.25,8.25,89.94,Wednesday,Summer,True,False,0
2024-05-02,Orthopedics,5.0,308.0,238.0,48.0,56.0,24.0,10.0,91.0,9.0,77.27,Thursday,Summer,False,False,0
2024-05-03,Orthopedics,5.0,335.0,247.0,61.0,48.0,17.0,8.0,78.0,2.0,73.73,Friday,Summer,False,True,0
2024-05-04,Orthopedics,5.0,397.0,353.0,42.0,33.0,12.0,2.0,80.0,8.0,88.92,Saturday,Summer,False,False,0
2024-05-09,Orthopedics,5.0,331.0,220.0,79.0,65.0,20.0,9.0,77.0,6.0,66.47,Thursday,Summer,False,False,0
2024-05-12,Orthopedics,5.0,371.0,276.5,47.0,33.5,15.0,7.5,96.0,5.5,74.515,Sunday,Summer,False,False,0
2024-05-13,Orthopedics,5.0,311.0,314.0,21.0,32.0,9.0,1.0,81.0,5.0,100.96,Monday,Summer,False,True,1
2024-05-14,Orthopedics,5.0,394.0,198.0,23.0,55.0,13.0,3.0,78.0,9.0,50.25,Tuesday,Summer,False,False,0
2024-05-15,Orthopedics,5.0,340.75,267.0,28.5,36.0,11.25,4.75,84.25,6.25,79.005,Wednesday,Summer,True,True,0
2024-05-18,Orthopedics,5.0,307.0,296.0,36.0,23.0,8.0,3.0,88.0,5.0,96.42,Saturday,Summer,False,False,0
2024-05-19,Orthopedics,5.0,385.0,333.0,67.0,44.0,8.0,9.0,88.0,2.0,86.49,Sunday,Summer,False,False,0
2024-05-22,Orthopedics,5.0,344.0,214.0,44.0,31.0,17.0,1.0,79.0,5.0,62.21,Wednesday,Summer,False,False,0
2024-05-24,Orthopedics,5.0,377.0,199.0,70.0,23.0,6.0,10.0,78.0,5.0,52.79,Friday,Summer,False,False,0
2024-05-25,Orthopedics,5.0,353.0,271.0,54.5,29.5,8.5,6.0,82.5,4.5,76.515,Saturday,Summer,True,False,0
2024-05-26,Orthopedics,5.0,362.0,265.5,53.0,50.5,16.5,4.5,78.5,6.5,72.735,Sunday,Summer,False,False,0
2024-05-28,Orthopedics,5.0,343.5,338.5,50.5,45.75,14.0,8.75,85.5,8.0,99.4525,Tuesday,Summer,False,True,0
2024-05-30,Orthopedics,5.0,384.3333333333333,248.33333333333334,67.33333333333333,29.333333333333332,15.333333333333334,7.0,87.33333333333333,5.0,64.42,Thursday,Summer,False,False,0
2024-05-31,Orthopedics,5.0,394.0,376.0,80.0,67.0,25.0,6.0,98.0,8.0,95.43,Friday,Summer,False,False,0
2024-06-01,Orthopedics,6.0,309.0,244.0,50.0,53.0,11.0,5.0,76.0,7.0,78.96,Saturday,Monsoon,False,False,0
2024-06-02,Orthopedics,6.0,339.0,279.0,32.0,15.0,12.0,10.0,92.0,2.0,82.3,Sunday,Monsoon,False,False,0
