Date,Day_of_Week,Month,Season,Total_Hospital_Beds,Beds_Occupied,Daily_Admissions,Daily_Discharges,Emergency_Admissions,ICU_Admissions,Department,Public_Holiday,Special_Event,Staff_Availability,Avg_Length_of_Stay,Occupancy_Rate
2021-01-01,Friday,1,Winter,361,211,31,23,12,5,Emergency,False,False,90,6,58.45
2021-09-23,Thursday,9,Autumn,386,202,27,32,24,2,General Medicine,False,True,93,1,52.33
2025-02-23,Sunday,2,Winter,390,281,43,22,19,5,Cardiology,False,False,97,7,72.05
2024-05-16,Thursday,5,Summer,390,341,63,52,23,11,Cardiology,False,False,79,6,87.44
2025-07-04,Friday,7,Monsoon,338,277,35,29,22,10,Orthopedics,False,False,87,8,81.95
2025-10-02,Thursday,10,Autumn,399,323,51,60,5,3,Cardiology,False,False,74,7,80.95
2023-08-10,Thursday,8,Monsoon,375,341,53,29,23,10,Orthopedics,False,False,70,2,90.93
2024-10-24,Thursday,10,Autumn,326,283,54,66,6,11,Pediatrics,False,False,71,2,86.81
2021-11-02,Tuesday,11,Autumn,345,305,51,20,9,2,Cardiology,False,False,96,2,88.41
2021-01-12,Tuesday,1,Winter,333,378,69,68,22,12,Pediatrics,False,False,72,6,113.51
2024-09-30,Monday,9,Autumn,332,340,36,26,20,4,Emergency,False,False,77,10,102.41
2025-01-28,Tuesday,1,Winter,391,247,21,56,14,10,Cardiology,False,False,81,8,63.17
2025-09-20,Saturday,9,Autumn,394,350,45,33,25,9,Neurology,False,False,79,1,88.83
2025-08-17,Sunday,8,Monsoon,395,243,73,54,7,7,Emergency,True,False,88,2,61.52
2025-02-26,Wednesday,2,Winter,349,250,63,19,14,10,ICU,False,False,81,5,71.63
2024-10-23,Wednesday,10,Autumn,319,197,36,41,17,9,Cardiology,False,False,73,9,61.76
2023-07-26,Wednesday,7,Monsoon,339,375,57,24,25,3,Pediatrics,False,False,73,8,110.62
2022-02-24,Thursday,2,Winter,398,292,68,57,14,2,Cardiology,True,False,94,1,73.37
2023-06-08,Thursday,6,Monsoon,394,304,21,66,15,9,ICU,False,False,73,8,77.16
2025-12-20,Saturday,12,Winter,357,306,27,60,11,6,Pediatrics,False,False,78,7,85.71
2021-06-20,Sunday,6,Monsoon,330,240,65,28,6,10,Orthopedics,False,False,96,9,72.73
2021-05-14,Friday,5,Summer,337,254,25,48,23,4,Emergency,False,False,93,4,75.37
2023-08-23,Wednesday,8,Monsoon,385,286,28,63,22,4,ICU,False,False,89,10,74.29
2024-12-21,Saturday,12,Winter,344,327,20,29,15,10,ICU,False,False,72,6,95.06
2023-11-15,Wednesday,11,Autumn,340,318,24,43,21,10,Neurology,False,False,87,4,93.53
2025-04-03,Thursday,4,Spring,308,386,58,69,7,6,Pediatrics,False,False,93,4,125.32
2024-04-28,Sunday,4,Spring,308,353,28,40,24,7,General Medicine,False,False,93,9,114.61
2024-03-10,Sunday,3,Spring,362,371,33,41,16,12,ICU,False,False,70,1,102.49
2025-04-28,Monday,4,Spring,378,260,46,17,6,11,Orthopedics,False,False,76,10,68.78
2025-12-25,Thursday,12,Winter,376,383,28,17,5,10,Orthopedics,False,False,77,7,101.86
2022-10-20,Thursday,10,Autumn,321,285,55,49,13,5,Orthopedics,False,False,76,8,88.79
2024-08-31,Saturday,8,Monsoon,315,207,48,49,23,8,Pediatrics,False,False,96,6,65.71
2025-01-07,Tuesday,1,Winter,331,355,39,64,12,10,Emergency,False,False,81,1,107.25
2024-09-04,Wednesday,9,Autumn,365,342,34,20,13,12,Emergency,False,False,72,6,93.7
2025-01-04,Saturday,1,Winter,389,187,55,28,11,1,Pediatrics,False,False,73,4,48.07
2024-01-21,Sunday,1,Winter,313,270,22,40,8,1,Cardiology,False,False,74,8,86.26
2021-06-28,Monday,6,Monsoon,337,329,75,17,20,4,ICU,False,False,99,7,97.63
2023-12-16,Saturday,12,Winter,397,300,72,47,10,8,Neurology,False,False,70,8,75.57
2024-03-24,Sunday,3,Spring,307,331,42,56,22,11,Orthopedics,False,False,79,1,107.82
2025-08-23,Saturday,8,Monsoon,399,245,77,27,6,8,ICU,False,False,72,10,61.4
2021-04-21,Wednesday,4,Spring,320,274,73,43,15,6,Pediatrics,False,False,100,9,85.62
2021-05-17,Monday,5,Summer,355,243,65,23,9,5,Cardiology,False,False,75,10,68.45
2021-08-20,Friday,8,Monsoon,345,244,28,46,21,10,Pediatrics,False,False,72,10,70.72
2023-09-19,Tuesday,9,Autumn,342,304,49,36,9,10,Cardiology,False,False,74,3,88.89
2022-04-13,Wednesday,4,Spring,391,193,38,36,7,2,Orthopedics,False,False,89,2,49.36
2023-01-02,Monday,1,Winter,345,204,57,48,23,5,ICU,True,False,71,9,59.13
2022-04-26,Tuesday,4,Spring,347,279,22,24,12,12,Cardiology,False,False,89,1,80.4
2023-12-28,Thursday,12,Winter,369,284,69,39,15,5,General Medicine,False,False,89,6,76.96
2023-03-25,Saturday,3,Spring,383,310,67,26,7,2,Emergency,False,False,80,5,80.94
2024-06-26,Wednesday,6,Monsoon,330,312,22,65,7,8,ICU,False,False,88,4,94.55
2023-09-21,Thursday,9,Autumn,332,244,53,17,5,10,Orthopedics,False,False,96,10,73.49
2021-11-19,Friday,11,Autumn,343,361,21,33,17,5,Cardiology,False,False,93,1,105.25
2023-07-11,Tuesday,7,Monsoon,370,198,77,47,14,5,Cardiology,False,False,75,2,53.51
2023-06-23,Friday,6,Monsoon,307,285,46,61,10,12,Cardiology,False,False,70,4,92.83
2025-03-22,Saturday,3,Spring,372,233,42,69,15,1,Emergency,False,False,94,6,62.63
2025-12-21,Sunday,12,Winter,301,383,61,40,12,1,ICU,False,False,88,6,127.24
2024-12-26,Thursday,12,Winter,316,317,51,27,23,11,Cardiology,False,False,89,5,100.32
2025-02-19,Wednesday,2,Winter,351,323,66,21,15,1,Neurology,False,False,95,8,92.02
2022-08-29,Monday,8,Monsoon,344,283,54,48,10,8,Emergency,False,False,79,3,82.27
2022-03-05,Saturday,3,Spring,336,353,59,36,16,10,General Medicine,False,True,81,9,105.06
2024-07-16,Tuesday,7,Monsoon,341,336,80,34,22,2,ICU,False,False,99,10,98.53
2025-09-29,Monday,9,Autumn,343,194,37,57,7,8,Orthopedics,False,False,92,4,56.56
2025-04-10,Thursday,4,Spring,380,227,46,37,17,12,ICU,False,False,85,1,59.74
2021-05-28,Friday,5,Summer,337,318,30,62,8,6,Cardiology,False,True,74,6,94.36
2024-02-16,Friday,2,Winter,398,213,58,28,13,5,Pediatrics,False,False,73,2,53.52
2023-04-30,Sunday,4,Spring,393,343,38,44,20,6,Orthopedics,False,False,71,4,87.28
2022-01-02,Sunday,1,Winter,305,337,44,37,16,4,Neurology,True,True,74,3,110.49
2023-04-30,Sunday,4,Spring,367,278,26,61,24,12,ICU,False,False,83,3,75.75
2023-12-26,Tuesday,12,Winter,350,380,50,66,11,11,Orthopedics,False,False,83,2,108.57
2023-03-24,Friday,3,Spring,400,389,76,33,16,3,ICU,False,False,82,8,97.25
2024-10-25,Friday,10,Autumn,334,198,21,53,12,11,Neurology,False,True,93,2,59.28
2021-06-24,Thursday,6,Monsoon,357,375,57,55,25,4,General Medicine,False,False,87,1,105.04
2022-08-11,Thursday,8,Monsoon,356,249,24,50,19,9,General Medicine,False,False,98,5,69.94
2022-05-10,Tuesday,5,Summer,372,294,33,20,6,8,General Medicine,True,False,99,1,79.03
2023-08-31,Thursday,8,Monsoon,305,340,37,37,15,11,ICU,False,False,86,6,111.48
2024-02-12,Monday,2,Winter,312,275,55,24,25,8,Orthopedics,False,False,96,5,88.14
2024-02-09,Friday,2,Winter,358,387,23,49,9,1,General Medicine,True,False,99,1,108.1
2025-11-20,Thursday,11,Autumn,385,254,43,35,10,5,Emergency,False,False,91,7,65.97
2025-01-02,Thursday,1,Winter,391,329,32,46,23,6,Emergency,False,False,98,3,84.14
2025-10-05,Sunday,10,Autumn,329,215,74,44,18,9,General Medicine,False,False,82,2,65.35
2024-03-16,Saturday,3,Spring,399,330,80,47,11,10,General Medicine,False,False,86,10,82.71
2021-02-04,Thursday,2,Winter,301,242,40,20,16,10,Cardiology,False,False,94,9,80.4
2023-09-26,Tuesday,9,Autumn,357,333,76,19,21,6,Pediatrics,False,False,93,3,93.28
2024-08-25,Sunday,8,Monsoon,335,367,52,69,8,1,Emergency,False,False,85,8,109.55
2022-06-22,Wednesday,6,Monsoon,371,272,39,29,24,1,Pediatrics,True,False,73,4,73.32
2023-01-20,Friday,1,Winter,344,184,24,57,14,12,Emergency,False,False,92,6,53.49
2023-11-04,Saturday,11,Autumn,308,361,43,66,5,7,General Medicine,True,False,95,8,117.21
2022-01-09,Sunday,1,Winter,364,345,54,39,8,3,Neurology,False,False,85,4,94.78
2022-07-11,Monday,7,Monsoon,376,369,49,27,17,7,Cardiology,False,False,73,3,98.14
2024-12-22,Sunday,12,Winter,349,204,47,20,10,5,Orthopedics,True,False,75,9,58.45
2025-10-18,Saturday,10,Autumn,378,277,72,51,19,1,Cardiology,False,False,85,10,73.28
2021-08-21,Saturday,8,Monsoon,331,191,70,16,18,11,Cardiology,False,False,79,7,57.7
2022-12-06,Tuesday,12,Winter,397,329,64,31,7,8,Emergency,False,False,76,9,82.87
2022-07-17,Sunday,7,Monsoon,342,316,26,38,23,9,General Medicine,False,False,94,3,92.4
2023-07-28,Friday,7,Monsoon,394,263,61,26,10,6,General Medicine,False,False,96,1,66.75
2023-06-06,Tuesday,6,Monsoon,377,208,54,58,6,2,Pediatrics,False,False,71,3,55.17
2022-12-27,Tuesday,12,Winter,353,351,74,68,13,9,General Medicine,True,False,79,7,99.43
2025-08-14,Thursday,8,Monsoon,346,288,49,28,17,2,Cardiology,False,True,85,1,83.24
2025-01-03,Friday,1,Winter,313,206,53,21,22,6,Pediatrics,False,True,77,5,65.81
2025-03-06,Thursday,3,Spring,347,234,58,68,16,10,Pediatrics,True,False,78,5,67.44
2024-07-22,Monday,7,Monsoon,354,388,28,40,25,4,Cardiology,False,False,82,3,109.6
2021-03-17,Wednesday,3,Spring,328,312,79,46,8,6,Neurology,False,False,89,8,95.12
2022-03-15,Tuesday,3,Spring,346,231,72,43,11,4,ICU,False,False,77,1,66.76
2025-10-22,Wednesday,10,Autumn,362,192,31,60,16,11,Orthopedics,False,False,96,9,53.04
2022-11-30,Wednesday,11,Autumn,318,221,73,53,15,3,ICU,False,False,83,7,69.5
2024-08-05,Monday,8,Monsoon,390,322,48,23,11,12,Neurology,False,False,100,1,82.56
2023-07-04,Tuesday,7,Monsoon,308,258,29,28,14,11,Orthopedics,False,False,79,2,83.77
2025-04-13,Sunday,4,Spring,400,197,46,67,13,8,Pediatrics,False,False,90,2,49.25
2023-06-10,Saturday,6,Monsoon,336,229,38,31,6,5,ICU,False,False,78,1,68.15
2022-11-23,Wednesday,11,Autumn,391,181,32,63,9,1,ICU,False,False,71,1,46.29
2021-09-10,Friday,9,Autumn,351,266,61,39,14,8,ICU,False,False,98,10,75.78
2024-02-24,Saturday,2,Winter,356,286,56,67,18,3,ICU,False,False,99,2,80.34
2024-04-15,Monday,4,Spring,387,320,80,44,20,4,Cardiology,False,False,81,6,82.69
2023-11-27,Monday,11,Autumn,327,375,51,59,6,9,Orthopedics,True,False,85,5,114.68
2022-02-14,Monday,2,Winter,335,226,34,43,23,3,Neurology,False,False,70,5,67.46
2025-06-23,Monday,6,Monsoon,363,268,40,43,13,5,ICU,False,False,82,2,73.83
2025-06-22,Sunday,6,Monsoon,317,382,22,32,18,12,ICU,True,False,84,7,120.5
2021-05-07,Friday,5,Summer,388,357,27,45,19,8,Neurology,False,False,98,3,92.01
2025-02-15,Saturday,2,Winter,334,191,25,33,23,6,General Medicine,False,False,79,9,57.19
2024-04-06,Saturday,4,Spring,367,192,48,31,12,3,Cardiology,False,False,99,8,52.32
2022-08-15,Monday,8,Monsoon,377,316,38,20,19,8,Emergency,False,False,91,9,83.82
2021-10-21,Thursday,10,Autumn,338,238,36,26,12,5,General Medicine,False,False,84,9,70.41
2025-07-20,Sunday,7,Monsoon,389,352,29,52,8,6,Neurology,False,False,89,10,90.49
2024-09-28,Saturday,9,Autumn,307,377,52,17,10,11,Emergency,False,False,75,6,122.8
2023-10-17,Tuesday,10,Autumn,387,222,32,61,15,3,ICU,False,False,92,5,57.36
2021-11-06,Saturday,11,Autumn,379,253,46,49,16,8,Orthopedics,False,False,100,2,66.75
2022-10-24,Monday,10,Autumn,383,202,61,69,13,4,Pediatrics,False,False,94,7,52.74
2022-06-12,Sunday,6,Monsoon,314,258,31,61,22,9,Emergency,False,False,86,5,82.17
2022-06-24,Friday,6,Monsoon,306,352,21,47,21,5,Pediatrics,False,False,97,10,115.03
2022-02-23,Wednesday,2,Winter,316,202,29,67,25,1,Pediatrics,False,False,72,8,63.92
2022-03-20,Sunday,3,Spring,385,280,40,43,7,9,Emergency,False,False,71,5,72.73
2022-11-16,Wednesday,11,Autumn,385,341,42,17,17,8,Emergency,False,False,84,1,88.57
2025-05-01,Thursday,5,Summer,363,323,20,19,10,5,Pediatrics,False,False,90,3,88.98
2023-04-20,Thursday,4,Spring,311,370,52,28,18,3,Orthopedics,False,False,100,10,118.97
2021-08-24,Tuesday,8,Monsoon,381,288,71,50,5,9,General Medicine,False,False,95,1,75.59
2025-01-02,Thursday,1,Winter,355,358,80,68,8,12,Cardiology,False,False,100,10,100.85
2021-08-02,Monday,8,Monsoon,345,290,45,42,22,7,Orthopedics,True,False,77,5,84.06
2021-03-26,Friday,3,Spring,346,339,34,55,15,12,General Medicine,False,False,85,6,97.98
2023-03-05,Sunday,3,Spring,378,345,41,46,15,11,ICU,False,True,81,7,91.27
2025-11-03,Monday,11,Autumn,400,363,44,32,12,8,General Medicine,False,False,90,5,90.75
2021-03-26,Friday,3,Spring,315,376,20,56,8,3,Emergency,False,False,93,5,119.37
2025-02-21,Friday,2,Winter,368,196,78,54,6,6,General Medicine,False,False,88,6,53.26
2021-03-06,Saturday,3,Spring,301,265,45,27,5,12,Pediatrics,False,False,99,9,88.04
2025-07-28,Monday,7,Monsoon,391,218,40,16,14,4,General Medicine,False,False,81,2,55.75
2022-10-25,Tuesday,10,Autumn,353,220,60,66,21,3,Pediatrics,True,False,95,6,62.32
2022-09-19,Monday,9,Autumn,326,227,43,39,11,4,ICU,False,False,82,10,69.63
2021-03-05,Friday,3,Spring,330,389,58,34,11,2,ICU,False,False,70,7,117.88
2024-09-28,Saturday,9,Autumn,340,335,35,21,17,5,General Medicine,False,False,82,4,98.53
2023-07-28,Friday,7,Monsoon,335,256,51,25,5,8,Orthopedics,False,False,98,5,76.42
2023-07-08,Saturday,7,Monsoon,346,357,35,19,5,5,Pediatrics,False,False,73,7,103.18
2024-10-07,Monday,10,Autumn,342,180,32,43,17,2,ICU,False,False,88,8,52.63
2024-03-27,Wednesday,3,Spring,364,296,61,32,5,7,Emergency,True,False,98,3,81.32
2025-06-01,Sunday,6,Monsoon,349,357,51,22,10,8,Pediatrics,True,False,99,3,102.29
2022-05-06,Friday,5,Summer,392,198,69,41,14,11,Orthopedics,False,False,82,9,50.51
2025-08-09,Saturday,8,Monsoon,300,238,60,56,25,12,Neurology,False,False,85,1,79.33
2025-01-26,Sunday,1,Winter,371,375,63,16,5,4,General Medicine,False,True,100,10,101.08
2024-06-02,Sunday,6,Monsoon,356,286,80,49,9,3,Neurology,True,False,100,8,80.34
2021-11-09,Tuesday,11,Autumn,315,374,43,40,6,8,Pediatrics,False,False,77,5,118.73
2022-09-07,Wednesday,9,Autumn,327,348,32,37,7,10,Emergency,False,False,96,3,106.42
2023-07-08,Saturday,7,Monsoon,385,317,30,19,7,2,Emergency,False,False,77,7,82.34
2023-03-24,Friday,3,Spring,381,207,34,30,22,7,Orthopedics,False,False,93,4,54.33
2023-07-29,Saturday,7,Monsoon,321,213,29,56,12,10,General Medicine,False,False,88,6,66.36
2025-01-29,Wednesday,1,Winter,340,218,61,25,13,8,Emergency,False,False,93,5,64.12
2024-01-17,Wednesday,1,Winter,375,305,60,33,6,5,Neurology,False,False,91,7,81.33
2024-08-19,Monday,8,Monsoon,318,262,76,30,6,7,Pediatrics,False,False,77,7,82.39
2022-11-11,Friday,11,Autumn,388,285,76,46,20,12,Neurology,False,False,98,3,73.45
2022-03-11,Friday,3,Spring,349,363,22,26,11,9,ICU,False,False,78,5,104.01
2022-11-13,Sunday,11,Autumn,358,359,74,16,8,8,ICU,False,False,86,2,100.28
2024-03-04,Monday,3,Spring,368,289,35,57,9,5,Orthopedics,False,False,70,2,78.53
2023-12-10,Sunday,12,Winter,333,300,63,36,5,4,Pediatrics,False,False,81,5,90.09
2024-12-26,Thursday,12,Winter,338,286,36,40,14,3,Pediatrics,False,False,89,5,84.62
2021-12-06,Monday,12,Winter,373,310,44,47,17,6,Pediatrics,False,False,70,9,83.11
2021-12-13,Monday,12,Winter,306,202,49,38,19,4,ICU,False,True,94,8,66.01
2022-10-08,Saturday,10,Autumn,400,324,66,19,5,11,Pediatrics,False,False,78,8,81.0
2024-10-02,Wednesday,10,Autumn,351,250,76,35,22,4,Cardiology,False,False,96,10,71.23
2022-10-11,Tuesday,10,Autumn,359,333,54,60,18,7,General Medicine,False,False,92,4,92.76
2021-09-02,Thursday,9,Autumn,351,286,56,32,22,10,Emergency,False,False,87,9,81.48
2021-04-19,Monday,4,Spring,378,325,79,53,16,5,Emergency,False,False,89,1,85.98
2025-12-28,Sunday,12,Winter,323,225,32,19,16,1,Orthopedics,False,False,100,6,69.66
2022-06-17,Friday,6,Monsoon,325,249,43,22,9,5,Orthopedics,False,False,97,5,76.62
2024-01-19,Friday,1,Winter,389,210,57,35,11,6,Emergency,False,False,89,3,53.98
2021-10-23,Saturday,10,Autumn,389,272,45,61,17,1,ICU,False,False,79,1,69.92
2021-04-22,Thursday,4,Spring,309,316,77,19,13,3,Orthopedics,False,False,90,5,102.27
2025-06-01,Sunday,6,Monsoon,316,297,28,27,10,6,Cardiology,False,False,81,1,93.99
2024-04-15,Monday,4,Spring,377,342,80,33,25,7,Orthopedics,False,False,74,6,90.72
2021-12-09,Thursday,12,Winter,301,260,38,43,11,7,ICU,False,False,93,3,86.38
2025-08-11,Monday,8,Monsoon,376,239,47,16,22,7,General Medicine,False,False,88,3,63.56
2021-04-11,Sunday,4,Spring,326,255,26,51,19,9,Cardiology,False,False,76,3,78.22
2025-11-17,Monday,11,Autumn,372,242,64,40,12,2,Orthopedics,False,False,86,3,65.05
2022-09-21,Wednesday,9,Autumn,370,279,41,43,24,3,General Medicine,False,False,70,10,75.41
2025-06-16,Monday,6,Monsoon,347,359,49,19,20,7,General Medicine,False,False,88,10,103.46
2024-11-25,Monday,11,Autumn,373,227,56,46,21,6,Neurology,False,False,86,3,60.86
2021-01-28,Thursday,1,Winter,308,368,35,52,7,1,Emergency,False,False,96,2,119.48
2023-07-26,Wednesday,7,Monsoon,385,331,55,62,17,10,ICU,True,False,70,5,85.97
2025-04-10,Thursday,4,Spring,322,253,24,16,13,7,Emergency,False,False,85,6,78.57
2021-02-27,Saturday,2,Winter,370,237,48,19,24,2,Neurology,False,False,88,6,64.05
2025-03-02,Sunday,3,Spring,372,371,71,61,19,4,ICU,True,True,96,2,99.73
2021-10-24,Sunday,10,Autumn,326,209,70,47,20,7,Neurology,False,False,78,1,64.11
2021-05-14,Friday,5,Summer,387,336,42,65,20,4,General Medicine,False,False,90,4,86.82
2024-09-16,Monday,9,Autumn,392,189,25,49,23,6,Orthopedics,False,False,97,10,48.21
2021-09-06,Monday,9,Autumn,380,218,55,33,8,11,ICU,False,False,73,8,57.37
2023-10-18,Wednesday,10,Autumn,383,234,76,29,23,9,ICU,False,False,76,1,61.1
2022-07-04,Monday,7,Monsoon,370,207,52,49,23,5,General Medicine,False,False,71,7,55.95
2023-06-21,Wednesday,6,Monsoon,342,325,68,22,6,3,Cardiology,False,False,91,5,95.03
2024-01-04,Thursday,1,Winter,306,348,60,61,10,6,General Medicine,False,False,83,8,113.73
2025-08-05,Tuesday,8,Monsoon,391,297,35,15,17,4,Neurology,False,False,95,2,75.96
2023-04-14,Friday,4,Spring,382,293,74,52,19,9,General Medicine,False,False,70,1,76.7
2024-04-06,Saturday,4,Spring,362,388,53,36,14,2,ICU,False,False,73,9,107.18
2023-02-10,Friday,2,Winter,383,254,62,31,14,10,General Medicine,False,False,91,4,66.32
2025-03-07,Friday,3,Spring,343,244,45,30,8,5,Emergency,False,False,95,4,71.14
2024-10-10,Thursday,10,Autumn,338,260,56,59,18,9,General Medicine,False,False,89,2,76.92
2024-06-02,Sunday,6,Monsoon,339,279,32,15,12,10,Orthopedics,False,False,92,2,82.3
2025-08-15,Friday,8,Monsoon,306,279,71,17,10,7,Pediatrics,False,False,88,5,91.18
2025-04-04,Friday,4,Spring,369,225,36,70,16,5,General Medicine,False,False,82,2,60.98
2021-05-26,Wednesday,5,Summer,324,239,51,20,12,8,General Medicine,False,False,72,6,73.77
2024-06-18,Tuesday,6,Monsoon,358,316,51,66,10,2,Pediatrics,False,False,79,7,88.27
2023-06-12,Monday,6,Monsoon,312,352,47,67,19,4,Orthopedics,False,False,77,2,112.82
2021-12-10,Friday,12,Winter,385,367,48,17,23,6,Cardiology,False,False,87,8,95.32
2025-11-08,Saturday,11,Autumn,380,335,44,61,18,7,Cardiology,False,False,86,9,88.16
2023-11-25,Saturday,11,Autumn,385,276,66,44,7,11,Cardiology,False,False,74,10,71.69
2022-12-03,Saturday,12,Winter,397,182,41,61,22,8,Emergency,False,False,99,3,45.84
2021-01-01,Friday,1,Winter,361,358,46,25,14,4,Orthopedics,False,False,100,4,99.17
2021-06-02,Wednesday,6,Monsoon,307,315,80,41,18,9,Emergency,False,False,76,7,102.61
2022-03-05,Saturday,3,Spring,344,293,63,36,18,7,Emergency,False,False,98,1,85.17
2022-05-23,Monday,5,Summer,317,377,57,20,11,2,Neurology,False,False,89,4,118.93
2024-02-24,Saturday,2,Winter,387,366,39,52,11,9,Emergency,False,False,93,1,94.57
2022-05-06,Friday,5,Summer,359,295,64,55,25,7,Orthopedics,False,False,86,2,82.17
2025-02-14,Friday,2,Winter,359,368,69,60,15,5,ICU,False,False,90,9,102.51
2021-12-11,Saturday,12,Winter,301,237,43,45,22,3,ICU,False,False,71,2,78.74
2025-10-28,Tuesday,10,Autumn,365,249,66,57,14,9,Cardiology,False,False,80,3,68.22
2021-08-09,Monday,8,Monsoon,390,272,66,70,19,7,Emergency,False,False,72,6,69.74
2022-12-24,Saturday,12,Winter,313,319,27,20,16,3,Pediatrics,False,False,84,1,101.92
2023-11-15,Wednesday,11,Autumn,347,316,70,64,21,5,Cardiology,False,False,91,7,91.07
2022-06-12,Sunday,6,Monsoon,355,284,74,34,21,3,Emergency,False,False,98,8,80.0
2024-04-20,Saturday,4,Spring,311,228,33,61,5,3,Cardiology,False,False,80,9,73.31
2025-03-03,Monday,3,Spring,395,262,58,68,10,12,General Medicine,False,False,71,9,66.33
2023-04-21,Friday,4,Spring,391,196,33,55,25,7,Orthopedics,False,False,77,5,50.13
2025-07-23,Wednesday,7,Monsoon,354,233,24,25,19,9,Emergency,False,False,84,5,65.82
2023-12-02,Saturday,12,Winter,327,291,66,16,23,5,Neurology,False,False,73,4,88.99
2022-04-26,Tuesday,4,Spring,388,351,40,45,18,12,Emergency,False,False,95,4,90.46
2023-07-19,Wednesday,7,Monsoon,303,339,34,52,14,11,Emergency,False,False,92,10,111.88
2025-11-07,Friday,11,Autumn,389,342,75,40,14,4,Orthopedics,False,False,74,1,87.92
2023-05-22,Monday,5,Summer,335,385,55,41,11,4,General Medicine,False,False,92,7,114.93
2025-01-02,Thursday,1,Winter,349,228,52,69,11,3,ICU,False,False,99,8,65.33
2024-11-26,Tuesday,11,Autumn,302,361,36,60,18,8,Orthopedics,False,False,76,4,119.54
2025-04-19,Saturday,4,Spring,300,323,76,60,19,10,General Medicine,False,False,95,3,107.67
2021-12-11,Saturday,12,Winter,316,264,39,45,24,12,Cardiology,False,False,71,3,83.54
2021-02-14,Sunday,2,Winter,370,191,20,38,13,1,Emergency,False,False,80,7,51.62
2025-07-28,Monday,7,Monsoon,361,305,35,27,19,3,Pediatrics,False,False,91,6,84.49
2021-01-21,Thursday,1,Winter,347,277,64,39,13,2,Emergency,False,False,81,1,79.83
2025-07-16,Wednesday,7,Monsoon,361,315,37,51,11,12,ICU,False,False,77,1,87.26
2023-12-30,Saturday,12,Winter,368,328,29,55,15,11,Cardiology,False,False,83,1,89.13
2023-05-23,Tuesday,5,Summer,318,227,42,39,9,11,General Medicine,False,False,77,5,71.38
2021-02-17,Wednesday,2,Winter,333,315,37,43,13,12,Cardiology,False,False,78,1,94.59
2025-02-23,Sunday,2,Winter,398,207,68,45,10,7,Cardiology,False,True,74,7,52.01
2022-07-05,Tuesday,7,Monsoon,348,259,77,57,11,6,ICU,True,False,82,9,74.43
2021-10-14,Thursday,10,Autumn,379,189,28,53,18,1,General Medicine,False,False,79,3,49.87
2023-09-29,Friday,9,Autumn,346,231,65,16,23,3,ICU,False,False,72,4,66.76
2023-10-31,Tuesday,10,Autumn,390,322,72,70,15,11,General Medicine,False,False,80,7,82.56
2022-06-26,Sunday,6,Monsoon,349,311,49,26,11,4,Orthopedics,False,False,74,2,89.11
2023-01-26,Thursday,1,Winter,388,269,32,19,10,10,Orthopedics,False,False,91,4,69.33
2021-10-01,Friday,10,Autumn,325,386,71,41,8,11,Pediatrics,False,False,94,7,118.77
2023-08-14,Monday,8,Monsoon,355,241,71,70,18,7,Emergency,False,False,94,9,67.89
2022-08-23,Tuesday,8,Monsoon,377,286,50,48,7,3,ICU,False,False,73,8,75.86
2025-11-15,Saturday,11,Autumn,313,311,65,28,21,4,Orthopedics,False,False,95,4,99.36
2022-01-16,Sunday,1,Winter,377,220,62,21,19,11,Pediatrics,False,False,74,2,58.36
2024-09-14,Saturday,9,Autumn,324,380,32,51,5,7,Neurology,False,False,77,9,117.28
2022-04-24,Sunday,4,Spring,399,278,51,50,25,4,Cardiology,False,False,99,4,69.67
2021-01-15,Friday,1,Winter,303,234,36,24,15,9,Cardiology,False,False,78,9,77.23
2022-05-31,Tuesday,5,Summer,378,207,22,43,17,12,Orthopedics,True,False,84,9,54.76
2021-07-10,Saturday,7,Monsoon,331,280,80,30,7,6,ICU,False,False,70,5,84.59
2024-04-06,Saturday,4,Spring,381,226,20,52,17,2,Emergency,False,False,88,6,59.32
2025-03-25,Tuesday,3,Spring,377,316,72,35,22,11,Pediatrics,False,False,81,6,83.82
2022-09-13,Tuesday,9,Autumn,364,309,24,52,13,1,Cardiology,False,False,82,5,84.89
2024-03-06,Wednesday,3,Spring,360,374,51,55,6,8,Emergency,False,False,73,10,103.89
2021-06-03,Thursday,6,Monsoon,319,296,44,47,12,11,Cardiology,False,False,85,7,92.79
2024-11-12,Tuesday,11,Autumn,373,287,64,43,6,3,Pediatrics,False,False,94,7,76.94
2024-05-17,Friday,5,Summer,309,355,75,62,5,7,General Medicine,False,False,81,7,114.89
2021-09-29,Wednesday,9,Autumn,387,248,24,31,7,4,Orthopedics,False,False,84,6,64.08
2021-05-23,Sunday,5,Summer,333,381,56,27,21,3,ICU,False,False,70,2,114.41
2025-06-23,Monday,6,Monsoon,360,207,42,20,11,9,Cardiology,False,False,83,8,57.5
2023-12-29,Friday,12,Winter,391,258,31,16,14,6,Orthopedics,False,False,96,10,65.98
2021-09-04,Saturday,9,Autumn,326,193,53,22,23,6,Emergency,True,True,99,4,59.2
2024-07-08,Monday,7,Monsoon,339,225,80,69,13,6,ICU,False,False,95,6,66.37
2023-02-27,Monday,2,Winter,364,320,42,68,22,3,ICU,False,False,84,7,87.91
2021-03-20,Saturday,3,Spring,332,195,35,46,19,6,Orthopedics,False,False,77,1,58.73
